country,year,gdp_millions,population,fossil_share_energy,fossil_share_elec,biofuel_consumption,biofuel_share_energy,solar_consumption,solar_share_energy,wind_consumption,wind_share_energy,hydro_consumption,hydro_share_energy,nuclear_consumption,nuclear_share_energy,other_renewable_consumption,other_renewables_share_energy,greenhouse_gas_emissions,energy_per_capita,primary_energy_consumption,per_capita_electricity,electricity_generation,green_energy_consumption,fossil_energy_consumption,renewable_share_energy
Chile,2020,0.0,19300318.0,74.141,56.193,0.0,0.0,19.999,4.52,14.713,3.325,57.045,12.892,0.0,0.0,22.664,5.122,31.85,22925.926,442.478,4028.431,77.75,114.421,328.056,25.859138759441148
China,2005,8602940.08,1304887552.0,93.752,81.703,8.375,0.04,0.241,0.001,5.572,0.027,1136.824,5.406,145.871,0.694,16.938,0.081,1676.44,16114.158,21027.164,1916.073,2500.26,1167.9500000000003,19713.344,5.554481812193028
China,2014,16220856.254,1385189632.0,88.774,75.34,37.398,0.108,63.697,0.183,432.813,1.246,2870.808,8.266,346.318,0.997,147.624,0.425,3559.04,25072.023,34729.508,4164.274,5768.31,3552.3399999999997,30830.85,10.228592930254006
China,2020,0.0,1424929792.0,83.715,67.019,22.805,0.055,685.724,1.652,1225.164,2.951,3471.19,8.362,922.889,2.223,432.86,1.043,4251.33,29133.936,41513.812,5428.527,7735.27,5837.7429999999995,34753.18,14.062170441008886
Colombia,2005,394523.869,42220944.0,65.827,19.676,0.162,0.049,0.027,0.008,0.142,0.042,112.306,33.594,0.0,0.0,1.606,0.48,6.67,7917.907,334.302,1168.851,49.35,114.243,220.059,34.173591542976105
Colombia,2014,597109.834,46677944.0,73.597,30.398,7.893,1.546,0.0,0.0,0.19,0.037,121.21,23.739,0.0,0.0,5.519,1.081,13.86,10938.481,510.586,1479.285,69.05,134.812,375.773,26.40338748026777
Colombia,2020,0.0,50930656.0,70.99,35.222,8.284,1.616,0.501,0.098,0.027,0.005,130.887,25.535,0.0,0.0,9.004,1.757,18.19,10064.389,512.586,1514.608,77.14,148.703,363.883,29.010351433710635
Comoros,2005,788.523,592691.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1046.985,0.621,67.489,0.04,0.0,0.0,0.0
Comoros,2014,1263.249,714617.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,981.591,0.701,69.968,0.05,0.0,0.0,0.0
Comoros,2020,0.0,806168.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1578.063,1.272,161.257,0.13,0.0,0.0,0.0
Congo,2005,17078.567,3672845.0,0.0,11.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1950.967,7.166,114.353,0.42,0.0,0.0,0.0
Congo,2014,30068.552,4944865.0,0.0,42.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5931.768,29.332,339.746,1.68,0.0,0.0,0.0
Congo,2020,0.0,5702183.0,0.0,74.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2379.556,13.569,671.673,3.83,0.0,0.0,0.0
Cook Islands,2005,0.0,15168.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,23369.021,0.354,1977.848,0.03,0.0,0.0,0.0
Cook Islands,2014,0.0,17842.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,25269.025,0.451,1681.426,0.03,0.0,0.0,0.0
Cook Islands,2020,0.0,17050.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,27636.979,0.471,2346.041,0.04,0.0,0.0,0.0
Costa Rica,2005,43440.771,4315894.0,0.0,3.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11431.702,49.338,1888.369,8.15,0.0,0.0,0.0
Costa Rica,2014,62954.873,4844293.0,0.0,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,11726.931,56.809,2086.992,10.11,0.0,0.0,0.0
Costa Rica,2020,0.0,5123107.0,0.0,1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,11486.324,58.846,2291.578,11.74,0.0,0.0,0.0
Cote d'Ivoire,2005,46182.466,18970216.0,0.0,73.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,1998.959,37.921,279.912,5.31,0.0,0.0,0.0
Cote d'Ivoire,2014,75601.084,22995554.0,0.0,75.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,2198.274,50.551,340.066,7.82,0.0,0.0,0.0
Cote d'Ivoire,2020,0.0,26811792.0,0.0,68.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,2282.348,61.194,394.229,10.57,0.0,0.0,0.0
Croatia,2005,71536.394,4429687.0,81.499,45.942,0.0,0.0,0.0,0.0,0.029,0.026,20.146,18.434,0.0,0.0,0.045,0.041,4.27,24671.021,109.285,2948.29,13.06,20.220000000000002,89.066,18.502081712952375
Croatia,2014,77088.244,4283968.0,71.524,26.042,0.343,0.357,0.095,0.099,1.978,2.06,24.398,25.413,0.0,0.0,0.525,0.547,2.79,22411.172,96.009,3137.278,13.44,27.339,68.669,28.47545542605381
Croatia,2020,0.0,4096872.0,73.995,35.423,0.763,0.835,0.251,0.274,4.519,4.945,14.871,16.274,0.0,0.0,3.359,3.676,3.1,22304.447,91.378,3231.734,13.24,23.762999999999998,67.616,26.00516535708814
Cuba,2005,53114.044,11246113.0,0.0,82.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,9199.146,103.455,1284.888,14.45,0.0,0.0,0.0
Cuba,2014,85723.464,11332030.0,0.0,90.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82,11257.336,127.568,1616.656,18.32,0.0,0.0,0.0
Cuba,2020,0.0,11300695.0,0.0,83.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,9007.181,101.787,1645.916,18.6,0.0,0.0,0.0
Cyprus,2005,22703.858,1037070.0,0.0,100.0,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,33741.973,34.993,4223.438,4.38,0.003,0.0,0.008573143200068585
Cyprus,2014,24451.191,1176997.0,0.0,92.857,0.113,0.0,0.226,0.0,0.498,0.0,0.0,0.0,0.0,0.0,0.161,0.0,2.83,24039.48,28.294,3687.35,4.34,0.998,0.0,3.527249593553403
Cyprus,2020,0.0,1237540.0,0.0,87.629,0.288,0.0,0.776,0.0,0.631,0.0,0.0,0.0,0.0,0.0,0.194,0.0,3.0,22852.852,28.281,3919.065,4.85,1.889,0.0,6.679396060959656
Czechia,2005,225438.384,10280122.0,85.146,65.995,0.031,0.006,0.0,0.0,0.061,0.012,6.815,1.311,67.945,13.076,2.336,0.45,44.02,50547.258,519.632,7969.75,81.93,9.243,442.445,1.7787588139298582
Czechia,2014,283780.743,10517178.0,77.158,53.535,3.678,0.766,5.763,1.201,1.291,0.269,5.174,1.078,78.834,16.426,14.887,3.102,37.95,45633.582,479.937,8082.967,85.01,30.793,370.31,6.416050439953577
Czechia,2020,0.0,10530951.0,75.14,49.557,4.326,0.977,5.875,1.327,1.836,0.415,5.631,1.272,75.714,17.108,16.641,3.76,31.82,42025.309,442.566,7610.899,80.15,34.309,332.543,7.752290053912862
Democratic Republic of Congo,2005,30164.654,56550244.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,487.926,27.592,129.619,7.33,0.0,0.0,0.0
Democratic Republic of Congo,2014,66862.399,76035592.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,622.852,47.359,114.946,8.74,0.0,0.0,0.0
Democratic Republic of Congo,2020,0.0,92853168.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,443.812,41.209,128.698,11.95,0.0,0.0,0.0
Denmark,2005,229050.958,5436314.0,87.196,72.951,0.0,0.0,0.006,0.003,18.939,8.321,0.064,0.028,0.0,0.0,10.133,4.452,19.31,41866.43,227.599,6664.442,36.23,29.142,198.457,12.80409843628487
Denmark,2014,249673.712,5650654.0,73.295,44.113,2.593,1.297,1.613,0.807,35.431,17.715,0.041,0.02,0.0,0.0,13.732,6.866,11.99,35394.48,200.002,5696.686,32.19,53.41,146.591,26.70473295267047
Denmark,2020,0.0,5825638.0,60.335,18.378,2.963,1.731,3.1,1.811,42.888,25.057,0.045,0.026,0.0,0.0,18.895,11.039,5.42,29380.422,171.16,4931.648,28.73,67.891,103.269,39.665225519981306
Djibouti,2005,1416.452,830863.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,4054.557,3.369,288.856,0.24,0.0,0.0,0.0
Djibouti,2014,2286.63,989091.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4183.972,4.138,90.993,0.09,0.0,0.0,0.0
Djibouti,2020,0.0,1090162.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2701.791,2.945,45.865,0.05,0.0,0.0,0.0
Dominica,2005,482.222,68686.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,9846.587,0.676,1164.721,0.08,0.0,0.0,0.0
Dominica,2014,694.011,69388.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,11281.383,0.783,1441.171,0.1,0.0,0.0,0.0
Dominica,2020,0.0,72011.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,10056.246,0.724,2221.883,0.16,0.0,0.0,0.0
Dominican Republic,2005,72784.388,9164770.0,0.0,84.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,9065.088,83.079,1314.818,12.05,0.0,0.0,0.0
Dominican Republic,2014,129713.742,10282116.0,0.0,89.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,8537.962,87.788,1582.359,16.27,0.0,0.0,0.0
Dominican Republic,2020,0.0,10999668.0,0.0,82.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,9496.668,104.46,1512.773,16.64,0.0,0.0,0.0
EU28 (Shift),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
EU28 (Shift),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
East Timor,2005,0.0,969318.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,783.706,0.76,72.216,0.07,0.0,0.0,0.0
East Timor,2014,0.0,1184842.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1840.639,2.181,295.398,0.35,0.0,0.0,0.0
East Timor,2020,0.0,1299998.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1589.79,2.067,384.616,0.5,0.0,0.0,0.0
Eastern Africa (EI),2005,0.0,0.0,65.294,0.0,0.0,0.0,0.004,0.001,0.004,0.001,115.291,32.807,0.0,0.0,6.666,1.897,0.0,0.0,351.428,0.0,58.287,121.96499999999999,229.463,34.705544236657296
Eastern Africa (EI),2014,0.0,0.0,65.847,0.0,0.121,0.021,1.108,0.194,1.196,0.21,178.783,31.383,0.0,0.0,13.353,2.344,0.0,0.0,569.675,0.0,93.181,194.561,375.114,34.15298196340019
Eastern Africa (EI),2020,0.0,0.0,65.376,0.0,0.137,0.022,3.432,0.54,5.184,0.815,192.211,30.233,0.0,0.0,19.159,3.014,0.0,0.0,635.759,0.0,110.637,220.123,415.636,34.62365456092639
Ecuador,2005,112806.724,13770015.0,83.403,41.859,0.0,0.0,0.0,0.0,0.0,0.0,19.708,16.325,0.0,0.0,0.328,0.272,3.68,8767.223,120.725,883.078,12.16,20.035999999999998,100.689,16.596396769517497
Ecuador,2014,172762.087,15957995.0,82.695,48.443,0.054,0.029,0.045,0.024,0.216,0.115,31.041,16.462,0.0,0.0,1.275,0.676,8.25,11816.219,188.563,1469.483,23.45,32.631,155.932,17.305091666976026
Ecuador,2020,0.0,17588596.0,63.915,20.62,0.136,0.075,0.099,0.054,0.202,0.111,63.906,35.022,0.0,0.0,1.502,0.823,5.12,10374.727,182.477,1778.425,31.28,65.845,116.631,36.083999627350295
Egypt,2005,599346.512,79075312.0,94.614,87.33,0.0,0.0,0.003,0.0,1.461,0.209,36.205,5.176,0.0,0.0,0.0,0.0,47.54,8844.943,699.417,1304.579,103.16,37.669,661.748,5.385771292376364
Egypt,2014,1018607.043,95592328.0,95.818,91.237,0.0,0.0,0.378,0.04,2.785,0.291,36.809,3.851,0.0,0.0,0.0,0.0,86.26,9999.618,955.887,1833.724,175.29,39.971999999999994,915.915,4.181665824516914
Egypt,2020,0.0,107465128.0,93.436,88.996,0.0,0.0,11.694,1.189,13.742,1.397,39.141,3.979,0.0,0.0,0.0,0.0,87.73,9153.989,983.735,1761.408,189.29,64.577,919.159,6.564471122812546
El Salvador,2005,38001.443,6037817.0,0.0,34.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,5701.853,34.427,780.083,4.71,0.0,0.0,0.0
El Salvador,2014,49026.875,6209528.0,0.0,33.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,6015.019,37.35,1004.907,6.24,0.0,0.0,0.0
El Salvador,2020,0.0,6292734.0,0.0,20.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,6715.608,42.26,994.798,6.26,0.0,0.0,0.0
Equatorial Guinea,2005,20168.024,864740.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,26154.957,22.617,231.283,0.2,0.0,0.0,0.0
Equatorial Guinea,2014,30256.853,1295193.0,0.0,65.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,24158.016,31.289,841.573,1.09,0.0,0.0,0.0
Equatorial Guinea,2020,0.0,1596057.0,0.0,65.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,11328.123,18.08,883.427,1.41,0.0,0.0,0.0
Eritrea,2005,0.0,2831735.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1197.504,3.391,95.348,0.27,0.0,0.0,0.0
Eritrea,2014,0.0,3323429.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,716.541,2.381,96.286,0.32,0.0,0.0,0.0
Eritrea,2020,0.0,3555869.0,0.0,97.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,881.588,3.135,118.115,0.42,0.0,0.0,0.0
Estonia,2005,29813.617,1354665.0,99.499,98.922,0.002,0.003,0.0,0.0,0.154,0.239,0.062,0.095,0.0,0.0,0.105,0.163,6.96,47588.281,64.466,7529.537,10.2,0.323,64.143,0.5010393075419601
Estonia,2014,31037.874,1314531.0,94.177,88.835,0.06,0.08,0.008,0.011,1.636,2.207,0.073,0.099,0.0,0.0,2.541,3.426,7.91,56413.82,74.158,9471.059,12.45,4.318,69.839,5.8227028776396335
Estonia,2020,0.0,1329449.0,84.777,51.151,0.422,0.717,0.322,0.547,2.217,3.771,0.079,0.134,0.0,0.0,5.91,10.054,2.62,44218.281,58.786,4573.323,6.08,8.950000000000001,49.837,15.224713367128228
Eswatini,2005,6002.942,1071895.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,5620.216,6.024,559.756,0.6,0.0,0.0,0.0
Eswatini,2014,8327.527,1125872.0,0.0,6.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,5096.139,5.738,577.33,0.65,0.0,0.0,0.0
Eswatini,2020,0.0,1180663.0,0.0,5.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5614.891,6.629,626.766,0.74,0.0,0.0,0.0
Ethiopia,2005,61634.773,77469944.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,370.189,28.678,37.176,2.88,0.0,0.0,0.0
Ethiopia,2014,139096.785,99746768.0,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,697.629,69.586,94.94,9.47,0.0,0.0,0.0
Ethiopia,2020,0.0,117190920.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,860.1,100.796,121.426,14.23,0.0,0.0,0.0
Eurasia (EIA),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12352.7,0.0,0.0,0.0,0.0,0.0
Eurasia (EIA),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13264.783,0.0,0.0,0.0,0.0,0.0
Eurasia (EIA),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13418.156,0.0,0.0,0.0,0.0,0.0
Eurasia (Shift),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Eurasia (Shift),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Europe,2005,0.0,729987229.0,81.545,55.165,35.668,0.11,4.331,0.013,204.946,0.633,2018.306,6.235,3460.42,10.69,250.358,0.773,1753.54,44343.543,32370.221,6395.386,4668.55,2513.6090000000004,26396.191,7.765189493145567
Europe,2014,0.0,742190861.0,77.171,47.345,165.703,0.552,266.527,0.888,694.611,2.314,2104.599,7.01,3049.9,10.158,572.73,1.908,1545.92,40452.855,30023.74,6311.436,4684.29,3804.17,23169.67,12.67054004597695
Europe,2020,0.0,747462669.0,74.236,41.199,212.715,0.745,440.172,1.541,1285.665,4.5,2089.74,7.315,2644.26,9.256,688.035,2.408,1251.75,38222.113,28569.602,6172.884,4614.0,4716.327,21209.012,16.50819986921764
Europe (EI),2005,0.0,0.0,79.743,51.83,35.668,0.139,4.331,0.017,205.092,0.802,1637.224,6.401,3049.784,11.923,249.467,0.975,0.0,0.0,25578.92,0.0,3958.426,2131.782,20397.354,8.334136077676463
Europe (EI),2014,0.0,0.0,73.822,42.594,167.016,0.722,266.135,1.15,717.408,3.101,1744.639,7.542,2579.996,11.153,580.618,2.51,0.0,0.0,23133.395,0.0,3937.56,3475.816,17077.582,15.025101157871552
Europe (EI),2020,0.0,0.0,70.077,35.712,211.741,0.962,463.594,2.106,1347.397,6.121,1735.864,7.886,2099.266,9.537,728.446,3.309,0.0,0.0,22010.979,0.0,3880.619,4487.042,15424.672,20.385472177316604
Europe (Ember),2005,0.0,0.0,0.0,55.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.41,0.0,0.0,0.0,4830.1,0.0,0.0,
Europe (Ember),2014,0.0,0.0,0.0,48.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.26,0.0,0.0,0.0,4935.91,0.0,0.0,
Europe (Ember),2020,0.0,0.0,0.0,42.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.37,0.0,0.0,0.0,4919.42,0.0,0.0,
Europe (Shift),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Europe (Shift),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
European Union (27),2005,0.0,432626741.0,79.621,52.84,34.858,0.185,4.228,0.022,194.992,1.034,880.415,4.668,2517.954,13.351,211.085,1.119,1088.68,43593.957,18859.912,6663.412,2882.77,1325.578,15016.381,7.028548171380651
European Union (27),2014,0.0,442278071.0,72.731,41.646,149.658,0.889,251.494,1.494,598.09,3.554,999.184,5.937,2112.334,12.551,478.436,2.843,891.51,38052.18,16829.645,6394.167,2828.0,2476.862,12240.449,14.717256365181797
European Union (27),2020,0.0,445290493.0,69.987,36.752,185.266,1.165,379.247,2.385,1043.606,6.562,908.393,5.712,1722.572,10.832,533.731,3.356,699.16,35712.93,15902.628,6190.363,2756.51,3050.2430000000004,11129.812,19.180747987062265
European Union (EIA),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20074.709,0.0,0.0,0.0,0.0,0.0
European Union (EIA),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18036.881,0.0,0.0,0.0,0.0,0.0
European Union (EIA),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16785.824,0.0,0.0,0.0,0.0,0.0
Falkland Islands,2005,0.0,3223.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,51820.352,0.167,3102.699,0.01,0.0,0.0,0.0
Falkland Islands,2014,0.0,3356.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,57671.355,0.194,5959.476,0.02,0.0,0.0,0.0
Falkland Islands,2020,0.0,3764.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,46956.242,0.177,5313.496,0.02,0.0,0.0,0.0
Faroe Islands,2005,0.0,48315.0,0.0,54.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,71850.984,3.471,4967.401,0.24,0.0,0.0,0.0
Faroe Islands,2014,0.0,48494.0,0.0,46.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,65730.328,3.188,6186.333,0.3,0.0,0.0,0.0
Faroe Islands,2020,0.0,52440.0,0.0,60.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,68466.914,3.59,7818.459,0.41,0.0,0.0,0.0
Fiji,2005,0.0,874929.0,0.0,46.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,9695.102,8.483,902.93,0.79,0.0,0.0,0.0
Fiji,2014,0.0,915576.0,0.0,41.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,7886.425,7.221,993.91,0.91,0.0,0.0,0.0
Fiji,2020,0.0,920430.0,0.0,36.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,9030.606,8.312,1195.094,1.1,0.0,0.0,0.0
Finland,2005,192989.479,5246070.0,62.447,33.556,0.0,0.0,0.008,0.002,0.487,0.136,39.469,11.039,63.942,17.884,30.365,8.493,17.74,68155.328,357.548,13406.226,70.33,70.329,223.277,19.669806571425376
Finland,2014,201300.41,5461436.0,56.584,26.471,5.045,1.53,0.021,0.006,2.999,0.909,36.294,11.004,61.299,18.586,37.536,11.381,15.66,60391.238,329.823,12416.147,67.81,81.895,186.628,24.829984567480135
Finland,2020,0.0,5529468.0,47.987,14.224,4.124,1.317,0.574,0.183,20.848,6.657,41.714,13.32,58.697,18.743,36.933,11.793,9.75,56636.781,313.171,12485.83,69.04,104.19299999999998,150.28,33.27032196467744
France,2005,2238357.176,60510080.0,55.278,11.117,6.583,0.209,0.03,0.001,2.755,0.087,147.409,4.676,1240.675,39.357,12.36,0.392,50.23,52097.117,3152.401,9417.604,569.86,169.137,1742.588,5.365338990820014
France,2014,2424453.726,63588496.0,48.999,6.302,32.465,1.165,16.02,0.575,46.732,1.678,170.21,6.11,1134.688,40.732,20.643,0.741,32.23,43808.914,2785.743,8903.97,566.19,286.07000000000005,1364.985,10.269073636728157
France,2020,0.0,64480052.0,49.006,9.13,30.8,1.255,34.104,1.39,104.395,4.253,162.094,6.604,891.721,36.333,28.455,1.159,35.53,38063.406,2454.33,8176.947,527.25,359.84799999999996,1202.761,14.661761050877429
French Guiana,2005,0.0,201271.0,0.0,8.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,22194.945,4.467,3378.53,0.68,0.0,0.0,0.0
French Guiana,2014,0.0,251379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
French Guiana,2020,0.0,290978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
French Polynesia,2005,0.0,271069.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,17172.723,4.655,2213.458,0.6,0.0,0.0,0.0
French Polynesia,2014,0.0,289880.0,0.0,65.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,15747.379,4.565,2000.828,0.58,0.0,0.0,0.0
French Polynesia,2020,0.0,301935.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,14898.559,4.498,2185.901,0.66,0.0,0.0,0.0
