country,year,gdp_millions,population,fossil_share_energy,fossil_share_elec,biofuel_consumption,biofuel_share_energy,solar_consumption,solar_share_energy,wind_consumption,wind_share_energy,hydro_consumption,hydro_share_energy,nuclear_consumption,nuclear_share_energy,other_renewable_consumption,other_renewables_share_energy,greenhouse_gas_emissions,energy_per_capita,primary_energy_consumption,per_capita_electricity,electricity_generation,green_energy_consumption,fossil_energy_consumption,renewable_share_energy
G20 (Ember),2005,0.0,0.0,0.0,66.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405.19,0.0,0.0,0.0,15064.13,0.0,0.0,
G20 (Ember),2014,0.0,0.0,0.0,66.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9720.76,0.0,0.0,0.0,19770.471,0.0,0.0,
G20 (Ember),2020,0.0,0.0,0.0,60.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9722.48,0.0,0.0,0.0,22076.311,0.0,0.0,
G7 (Ember),2005,0.0,0.0,0.0,62.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3394.05,0.0,0.0,0.0,7531.03,0.0,0.0,
G7 (Ember),2014,0.0,0.0,0.0,59.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.16,0.0,0.0,0.0,7559.6,0.0,0.0,
G7 (Ember),2020,0.0,0.0,0.0,52.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437.97,0.0,0.0,0.0,7311.34,0.0,0.0,
Gabon,2005,16662.219,1458362.0,0.0,47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,9015.141,13.147,1035.408,1.51,0.0,0.0,0.0
Gabon,2014,33268.466,1966858.0,0.0,58.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,10845.483,21.332,976.176,1.92,0.0,0.0,0.0
Gabon,2020,0.0,2292583.0,0.0,54.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,8367.068,19.182,959.616,2.2,0.0,0.0,0.0
Gambia,2005,2386.415,1660377.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,881.663,1.464,114.432,0.19,0.0,0.0,0.0
Gambia,2014,3357.018,2189023.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1034.743,2.265,118.774,0.26,0.0,0.0,0.0
Gambia,2020,0.0,2574005.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,905.346,2.33,112.665,0.29,0.0,0.0,0.0
Georgia,2005,32780.605,3961183.0,0.0,13.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,11553.322,45.765,1802.492,7.14,0.0,0.0,0.0
Georgia,2014,50778.37,3774232.0,0.0,18.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,17044.346,64.329,2691.938,10.16,0.0,0.0,0.0
Georgia,2020,0.0,3765912.0,0.0,25.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,18696.85,70.411,2963.426,11.16,0.0,0.0,0.0
Germany,2005,2983874.265,81212168.0,83.486,63.083,19.94,0.503,3.745,0.095,79.528,2.007,56.232,1.419,447.986,11.305,46.945,1.185,296.01,48793.566,3962.631,7553.178,613.41,206.39,3308.255,5.208408251992173
Germany,2014,3610400.784,81858824.0,79.86,58.114,32.831,0.885,96.032,2.588,158.474,4.271,53.063,1.43,252.5,6.805,154.397,4.161,287.1,45327.562,3710.461,7573.404,619.95,494.79699999999997,2963.163,13.33518934709191
Germany,2020,0.0,83328992.0,74.195,44.318,39.271,1.139,129.991,3.77,346.938,10.062,48.119,1.396,162.255,4.706,163.161,4.732,188.66,41377.68,3447.96,6807.475,567.26,727.48,2558.225,21.09885265490319
Ghana,2005,50453.082,22496952.0,0.0,16.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1893.717,42.603,296.929,6.68,0.0,0.0,0.0
Ghana,2014,95677.579,28196356.0,0.0,34.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2673.128,75.372,447.93,12.63,0.0,0.0,0.0
Ghana,2020,0.0,32180402.0,0.0,63.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,3484.157,112.122,627.711,20.2,0.0,0.0,0.0
Gibraltar,2005,0.0,29179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gibraltar,2014,0.0,32478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gibraltar,2020,0.0,32739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Greece,2005,284786.819,11113450.0,95.399,89.214,0.0,0.0,0.003,0.001,3.626,0.907,14.367,3.595,0.0,0.0,0.388,0.097,39.82,35956.984,399.606,5347.574,59.43,18.384000000000004,381.222,4.600531523550699
Greece,2014,241776.394,10862972.0,88.68,75.809,1.758,0.571,10.273,3.336,9.993,3.245,12.132,3.94,0.0,0.0,0.701,0.228,28.77,28344.934,307.91,4635.011,50.35,34.857,273.054,11.320515735117404
Greece,2020,0.0,10512232.0,82.397,63.559,2.389,0.863,11.679,4.217,24.451,8.829,8.781,3.171,0.0,0.0,1.448,0.523,18.67,26343.523,276.929,4581.33,48.16,48.748,228.181,17.60306793438029
Greenland,2005,0.0,56909.0,0.0,42.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,60154.367,3.423,6150.169,0.35,0.0,0.0,0.0
Greenland,2014,0.0,55972.0,0.0,17.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,60480.352,3.385,8397.056,0.47,0.0,0.0,0.0
Greenland,2020,0.0,56049.0,0.0,15.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,63375.285,3.552,10526.504,0.59,0.0,0.0,0.0
Grenada,2005,0.0,110268.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,9039.732,0.997,1360.322,0.15,0.0,0.0,0.0
Grenada,2014,0.0,117986.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,9650.67,1.139,1610.361,0.19,0.0,0.0,0.0
Grenada,2020,0.0,123672.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,8918.377,1.103,1617.181,0.2,0.0,0.0,0.0
Guadeloupe,2005,0.0,403244.0,0.0,61.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,23387.596,9.431,3893.424,1.57,0.0,0.0,0.0
Guadeloupe,2014,0.0,400856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guadeloupe,2020,0.0,395649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guam,2005,0.0,164448.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,94305.461,15.508,10884.899,1.79,0.0,0.0,0.0
Guam,2014,0.0,167555.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,48555.641,8.136,9668.467,1.62,0.0,0.0,0.0
Guam,2020,0.0,169245.0,0.0,95.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,42094.266,7.124,10044.61,1.7,0.0,0.0,0.0
Guatemala,2005,80887.497,13132818.0,0.0,51.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,4087.143,53.676,632.005,8.3,0.0,0.0,0.0
Guatemala,2014,111915.377,15713744.0,0.0,35.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,4562.104,71.688,680.296,10.69,0.0,0.0,0.0
Guatemala,2020,0.0,17362716.0,0.0,32.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,5734.478,99.566,772.921,13.42,0.0,0.0,0.0
Guinea,2005,10059.821,9140112.0,0.0,44.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1031.74,9.43,96.279,0.88,0.0,0.0,0.0
Guinea,2014,14874.105,11333362.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,990.091,11.221,60.882,0.69,0.0,0.0,0.0
Guinea,2020,0.0,13205157.0,0.0,22.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1356.659,17.915,242.33,3.2,0.0,0.0,0.0
Guinea-Bissau,2005,1653.07,1379714.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,915.815,1.264,21.744,0.03,0.0,0.0,0.0
Guinea-Bissau,2014,2253.617,1743318.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,907.578,1.582,17.209,0.03,0.0,0.0,0.0
Guinea-Bissau,2020,0.0,2015839.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,656.343,1.323,39.686,0.08,0.0,0.0,0.0
Guyana,2005,0.0,759713.0,0.0,92.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,8189.165,6.221,855.586,0.65,0.0,0.0,0.0
Guyana,2014,0.0,751126.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,11144.22,8.371,1331.335,1.0,0.0,0.0,0.0
Guyana,2020,0.0,797207.0,0.0,87.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,13816.492,11.015,1455.08,1.16,0.0,0.0,0.0
Haiti,2005,13245.369,9111901.0,0.0,50.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1015.82,9.256,58.166,0.53,0.0,0.0,0.0
Haiti,2014,17572.202,10412741.0,0.0,90.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1142.445,11.896,94.115,0.98,0.0,0.0,0.0
Haiti,2020,0.0,11306804.0,0.0,88.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,977.081,11.048,81.367,0.92,0.0,0.0,0.0
High-income countries,2005,0.0,1109756320.0,83.863,63.091,132.211,0.19,11.482,0.017,272.403,0.392,3608.118,5.19,6585.89,9.474,608.062,0.875,4743.1,62641.75,69517.078,9459.978,10498.27,4632.276,58298.914,6.6635079224705045
High-income countries,2014,0.0,1183328941.0,82.294,60.986,558.507,0.81,436.689,0.633,1276.444,1.851,3644.767,5.286,5284.131,7.664,1007.514,1.461,4639.14,58266.621,68948.578,9314.704,11022.359,6923.920999999999,56740.531,10.04215199333045
High-income countries,2020,0.0,1218093003.0,79.198,55.152,625.496,0.953,1147.715,1.75,2370.627,3.614,3560.044,5.427,4801.867,7.32,1140.618,1.739,3857.83,53855.242,65600.695,8997.49,10959.78,8844.5,51954.328,13.482326673520758
Honduras,2005,27704.982,7564615.0,0.0,64.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,4243.708,32.102,713.85,5.4,0.0,0.0,0.0
Honduras,2014,39484.543,9127851.0,0.0,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,4979.008,45.448,916.974,8.37,0.0,0.0,0.0
Honduras,2020,0.0,10121762.0,0.0,48.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,5048.45,51.099,1117.394,11.31,0.0,0.0,0.0
Hong Kong,2005,256420.807,6936872.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,38935.48,270.09,5211.283,36.15,0.0,270.09,0.0
Hong Kong,2014,334980.448,7352180.0,99.927,100.0,0.082,0.026,0.008,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.137,0.043,26.52,43148.523,317.236,5095.087,37.46,0.229,317.006,0.07218600663228639
Hong Kong,2020,0.0,7500955.0,99.683,99.457,0.391,0.151,0.137,0.053,0.002,0.001,0.0,0.0,0.0,0.0,0.288,0.112,22.64,34418.75,258.173,4418.104,33.14,0.8180000000000001,257.355,0.3168418076251196
Hungary,2005,182948.364,10073533.0,85.737,56.084,0.03,0.01,0.0,0.0,0.029,0.009,0.578,0.188,38.012,12.338,5.293,1.718,12.84,30582.84,308.077,3548.904,35.75,5.93,264.136,1.9248434644585606
Hungary,2014,217412.731,9867906.0,78.0,35.911,2.177,0.914,0.182,0.076,1.779,0.746,0.815,0.342,40.681,17.073,6.787,2.848,7.91,24145.828,238.269,2974.289,29.35,11.739999999999998,185.849,4.927204126428532
Hungary,2020,0.0,9750571.0,78.018,37.953,3.223,1.192,6.458,2.389,1.72,0.636,0.641,0.237,40.461,14.968,6.92,2.56,8.59,27724.254,270.327,3566.971,34.78,18.962000000000003,210.904,7.014467663237488
IEO - Africa (EIA),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290.539,0.0,0.0,0.0,0.0,0.0
IEO - Africa (EIA),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5644.543,0.0,0.0,0.0,0.0,0.0
IEO - Africa (EIA),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5818.306,0.0,0.0,0.0,0.0,0.0
IEO - Middle East (EIA),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6645.6,0.0,0.0,0.0,0.0,0.0
IEO - Middle East (EIA),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10102.621,0.0,0.0,0.0,0.0,0.0
IEO - Middle East (EIA),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10114.187,0.0,0.0,0.0,0.0,0.0
IEO OECD - Europe (EIA),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24392.537,0.0,0.0,0.0,0.0,0.0
IEO OECD - Europe (EIA),2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22487.691,0.0,0.0,0.0,0.0,0.0
IEO OECD - Europe (EIA),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21238.383,0.0,0.0,0.0,0.0,0.0
Iceland,2005,11236.789,297037.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,20.088,0.0,0.0,0.0,4.56,0.0,0.24,120874.469,35.904,29019.955,8.62,24.648,0.0,68.64973262032085
Iceland,2014,12619.691,327650.0,0.0,0.0,0.047,0.0,0.0,0.0,0.023,0.0,34.874,0.0,0.0,0.0,13.618,0.0,0.5,178940.125,58.63,54326.262,17.8,48.562000000000005,0.0,82.82790380351356
Iceland,2020,0.0,366682.0,0.0,0.0,0.205,0.0,0.0,0.0,0.017,0.0,34.554,0.0,0.0,0.0,15.022,0.0,0.53,155754.594,57.112,51216.039,18.78,49.798,0.0,87.19358453564925
India,2005,3709371.154,1154638720.0,92.048,82.229,8.346,0.181,0.052,0.001,17.155,0.373,278.954,6.059,48.709,1.058,12.881,0.28,450.64,3987.057,4603.61,610.165,704.52,317.38800000000003,4237.514,6.894328581265572
India,2014,6754740.994,1307246464.0,91.341,81.242,13.585,0.177,13.299,0.174,90.633,1.184,376.555,4.918,90.17,1.178,78.771,1.029,828.3,5857.284,7656.914,965.403,1262.02,572.843,6993.901,7.48138218608698
India,2020,0.0,1396387072.0,88.861,76.939,22.518,0.255,154.12,1.747,158.7,1.799,429.933,4.874,112.433,1.275,104.881,1.189,976.63,6317.096,8821.111,1119.109,1562.71,870.1519999999999,7838.526,9.864426374410206
Indonesia,2005,1467344.88,228805152.0,96.474,82.947,1.024,0.072,0.0,0.0,0.0,0.0,30.71,2.17,0.0,0.0,18.181,1.284,76.48,6186.437,1415.489,580.756,132.88,49.915000000000006,1365.573,3.5263431930590774
Indonesia,2014,2526852.678,256229760.0,95.394,85.513,17.5,0.944,0.018,0.001,0.0,0.0,41.073,2.215,0.0,0.0,26.809,1.446,146.65,7235.558,1853.965,926.981,237.52,85.4,1768.565,4.606343701202558
Indonesia,2020,0.0,271857984.0,89.491,81.869,77.743,3.68,0.449,0.021,1.247,0.059,63.884,3.024,0.0,0.0,78.701,3.725,182.21,7771.042,2112.62,1073.428,291.82,222.02399999999997,1890.595,10.509414849807348
Iran,2005,919502.782,70182592.0,97.857,91.8,0.0,0.0,0.0,0.0,0.203,0.01,41.371,2.132,0.0,0.0,0.0,0.0,88.04,27646.453,1940.3,2522.99,177.07,41.574000000000005,1898.726,2.142658351801268
Iran,2014,1284499.833,79961672.0,98.166,93.172,0.0,0.0,0.002,0.0,0.542,0.02,39.293,1.425,10.579,0.384,0.149,0.005,139.92,34474.914,2756.672,3447.026,275.63,39.986,2706.107,1.4505171453114478
Iran,2020,0.0,87290192.0,97.589,90.715,0.0,0.0,1.533,0.045,2.957,0.088,60.943,1.804,15.953,0.472,0.071,0.002,158.56,38705.871,3378.643,3863.206,337.22,65.50399999999999,3297.185,1.9387665402944316
Iraq,2005,180541.587,28698688.0,0.0,79.432,0.0,0.0,0.0,0.0,0.0,0.0,14.013,0.0,0.0,0.0,0.0,0.0,14.13,10743.436,308.323,1006.318,28.88,14.013,0.0,4.54490907262838
Iraq,2014,459176.935,36746484.0,0.0,95.368,0.0,0.0,0.155,0.0,0.0,0.0,7.681,0.0,0.0,0.0,0.0,0.0,33.61,12829.746,471.448,1738.942,63.9,7.836,0.0,1.6621133189662487
Iraq,2020,0.0,42556988.0,0.0,94.223,0.0,0.0,0.992,0.0,0.0,0.0,10.931,0.0,0.0,0.0,0.0,0.0,45.72,12996.267,553.082,2155.933,91.75,11.922999999999998,0.0,2.1557382088008645
Ireland,2005,204428.607,4121220.0,97.121,92.701,0.009,0.005,0.0,0.0,3.184,1.692,1.808,0.961,0.0,0.0,0.416,0.221,15.02,45659.781,188.174,6216.606,25.62,5.417000000000001,182.757,2.8787186327547913
Ireland,2014,244831.715,4622165.0,88.522,75.242,1.326,0.806,0.003,0.002,13.927,8.464,1.92,1.167,0.0,0.0,1.712,1.04,11.61,35600.855,164.553,5583.963,25.81,18.888,145.665,11.478368671491861
Ireland,2020,0.0,4946123.0,78.487,57.898,2.02,1.146,0.162,0.092,30.332,17.212,2.449,1.39,0.0,0.0,2.949,1.673,9.99,35630.062,176.231,6463.648,31.97,37.912,138.318,21.512673706669087
Israel,2005,173480.329,6714119.0,99.88,99.912,0.182,0.074,0.0,0.0,0.031,0.013,0.08,0.033,0.0,0.0,0.0,0.0,30.73,36458.637,244.788,6805.062,45.69,0.293,244.494,0.11969540990571433
Israel,2014,244088.406,7863849.0,98.948,98.423,0.127,0.049,2.277,0.871,0.112,0.043,0.034,0.013,0.0,0.0,0.198,0.076,35.92,33226.094,261.285,7739.213,60.86,2.7479999999999998,258.536,1.0517251277340833
Israel,2020,0.0,8757487.0,95.753,94.61,0.588,0.206,10.933,3.83,0.156,0.055,0.063,0.022,0.0,0.0,0.384,0.135,39.97,32593.809,285.44,8177.003,71.61,12.124,273.316,4.247477578475337
Italy,2005,2022361.924,58199876.0,93.566,83.623,1.933,0.088,0.089,0.004,6.709,0.305,103.275,4.694,0.0,0.0,29.549,1.343,149.15,37805.059,2200.25,5081.11,295.72,141.555,2058.696,6.433587092375867
Italy,2014,1996478.611,60322792.0,80.26,56.502,12.546,0.712,60.43,3.429,41.119,2.333,158.604,9.0,0.0,0.0,75.178,4.266,102.45,29214.832,1762.32,4599.257,277.44,347.877,1414.442,19.739718098869673
Italy,2020,0.0,59500576.0,79.965,57.96,13.227,0.801,65.504,3.965,49.273,2.983,125.1,7.573,0.0,0.0,77.862,4.713,93.63,27763.801,1651.962,4673.4,278.07,330.966,1320.996,20.034722348334892
Jamaica,2005,19174.92,2676868.0,0.0,91.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,17141.955,45.887,2611.26,6.99,0.0,0.0,0.0
Jamaica,2014,18759.623,2784542.0,0.0,88.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,12533.961,34.901,1404.181,3.91,0.0,0.0,0.0
Jamaica,2020,0.0,2820438.0,0.0,84.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,12098.731,34.124,1443.038,4.07,0.0,0.0,0.0
Japan,2005,4456733.737,127798376.0,82.354,62.462,0.0,0.0,4.668,0.075,5.469,0.087,222.091,3.546,805.187,12.856,67.792,1.082,441.07,49007.164,6263.036,7943.45,1015.16,300.02,5157.83,4.790328524376995
Japan,2014,4629616.132,127476728.0,93.001,86.728,3.389,0.063,63.794,1.187,13.583,0.253,221.357,4.12,0.0,0.0,73.909,1.376,583.07,42146.168,5372.656,8069.786,1028.71,376.032,4996.624,6.998996399546146
Japan,2020,0.0,125244760.0,86.46,74.333,5.695,0.12,197.326,4.143,20.536,0.431,203.312,4.269,108.366,2.275,109.694,2.303,476.31,38029.27,4762.967,7697.967,964.13,536.563,4118.038,11.265310047287752
Jordan,2005,52009.521,5678541.0,0.0,99.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,15157.3,86.071,1599.002,9.08,0.0,0.0,0.0
Jordan,2014,94014.874,8658030.0,0.0,99.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,11669.372,101.034,1984.285,17.18,0.0,0.0,0.0
Jordan,2020,0.0,10928723.0,0.0,78.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9838.043,107.517,1833.7,20.04,0.0,0.0,0.0
Kazakhstan,2005,240091.857,15656255.0,95.568,88.428,0.0,0.0,0.0,0.0,0.0,0.0,22.495,4.432,0.0,0.0,0.0,0.0,46.73,32415.734,507.509,4338.202,67.92,22.495,485.014,4.432433710535183
Kazakhstan,2014,418303.443,17592296.0,97.1,91.262,0.0,0.0,0.003,0.0,0.036,0.005,22.385,2.895,0.0,0.0,0.0,0.0,64.89,43947.973,773.146,5379.627,94.64,22.424000000000003,750.722,2.900357759077846
Kazakhstan,2020,0.0,18979250.0,95.829,89.01,0.0,0.0,3.25,0.433,2.702,0.36,25.369,3.376,0.0,0.0,0.021,0.003,70.59,39590.598,751.4,5724.146,108.64,31.342,720.058,4.171147191908438
Kenya,2005,77598.876,35843016.0,0.0,28.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1454.524,52.135,163.77,5.87,0.0,0.0,0.0
Kenya,2014,137740.222,45831860.0,0.0,19.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1655.022,75.853,182.624,8.37,0.0,0.0,0.0
Kenya,2020,0.0,51985780.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1902.118,98.883,226.023,11.75,0.0,0.0,0.0
Kiribati,2005,0.0,98181.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2702.974,0.265,203.705,0.02,0.0,0.0,0.0
Kiribati,2014,0.0,115002.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2120.318,0.244,173.91,0.02,0.0,0.0,0.0
Kiribati,2020,0.0,126473.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2417.654,0.306,237.205,0.03,0.0,0.0,0.0
Kosovo,2005,0.0,1825054.0,0.0,97.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,2443.763,4.46,0.0,0.0,
Kosovo,2014,0.0,1777812.0,0.0,97.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,13598.529,24.176,3054.316,5.43,0.0,0.0,0.0
Kosovo,2020,0.0,1670702.0,0.0,94.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,15964.659,26.672,4010.29,6.7,0.0,0.0,0.0
Kuwait,2005,146114.085,2235409.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,149455.016,334.093,18390.371,41.11,0.0,334.093,0.0
Kuwait,2014,273583.178,3761590.0,0.0,99.984,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,114804.984,431.849,16280.35,61.24,0.009,431.84,0.0020840617901164526
Kuwait,2020,0.0,4360451.0,0.0,99.925,0.0,0.0,0.154,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.78,91131.367,397.374,15351.624,66.94,0.167,397.207,0.04202590003372138
Kyrgyzstan,2005,17942.17,5193112.0,0.0,13.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,11085.9,57.57,2819.119,14.64,0.0,0.0,0.0
